"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DENND6A",1748.63168977321,1.53845997179913,0.179302235793346,8.58026094873838,9.46581545793143e-18,1.2538169668967e-15
"DDX59",623.179879696906,0.402640996914396,0.1279199350262,3.14760163716412,0.00164615866142754,0.0240577591747774
"DDX54",6416.76539974639,0.310576523108309,0.107036611320159,2.90159151413473,0.00371272318667038,0.04745096170334
"DDIAS",1376.56770365463,0.53844113125071,0.0958768536374564,5.6159658022023,1.95467320956959e-08,1.01210609490653e-06
"DDHD2",3243.2063086702,1.54965252155245,0.212786104397959,7.28267724970537,3.27259529186994e-13,3.0226397703882e-11
"DDHD1",1814.49703595729,0.768453311813453,0.115501279353305,6.65320173175607,2.86784677791433e-11,2.09414093565052e-09
"DCTN4",4535.55141830643,0.587861813011788,0.18608871218573,3.159040686063,0.00158289390796668,0.023396979416459
"DBIP1",595.887648250913,0.35575146119799,0.112132329418217,3.17260386049016,0.00151078510678369,0.022545663859924
"CYCSP55",184.688127344249,0.513963304168407,0.174210278359025,2.95024673061594,0.00317520252414343,0.0416703557379978
"CYCS",8452.45210383779,0.385627908373842,0.070739658926475,5.45136793456489,4.99838342041944e-08,2.37242715290853e-06
"CSTF2T",1255.3303922235,0.813412177700382,0.14431581514203,5.6363342915664,1.73708026107575e-08,9.07690838562733e-07
"CSPG4",2383.11574198484,1.39464612821475,0.354158770601308,3.93791215687488,8.21936717558742e-05,0.00195877722356014
"CSNK2A2",1950.76405500521,0.339161353101179,0.103088981929383,3.28998644426915,0.00100192209445209,0.0160598900824604
"CSGALNACT2",1050.66315011808,0.834149878666417,0.257489608806205,3.23954773372709,0.00119719425916957,0.0185722342427539
"CSE1L",26271.8582788761,0.253581625743696,0.0438696595157296,5.78034177932868,7.45490198689144e-09,4.17645607377095e-07
"CS",6900.99823745242,0.548464059613222,0.0385647366778041,14.2219059913584,6.700284995548e-46,4.40337575842033e-43
"CRLF3P1",30.6384146127543,1.81638001702573,0.537430245278774,3.37975027081616,0.000725517192317936,0.0122137066651592
"CRLF3",664.486811433611,1.93251802407127,0.596273412719098,3.24099311297261,0.0011911406158899,0.0185344689661937
"CREB5",1779.13123511132,0.676973473861978,0.175150604554962,3.86509356095054,0.00011104662393128,0.00251651679458062
"CREB3L1",5975.17694454218,0.869406582244211,0.188140293509141,4.6210546716404,3.81794137169705e-06,0.000129438817893229
"CRABP2",608.772755129637,0.347784108843596,0.0930494957626879,3.73762486290715,0.000185766840794443,0.00388994854001796
"CPLANE1",1720.13248296065,0.22064328573047,0.0607355261795099,3.63285377784227,0.000280303876515137,0.00549843030188318
"COX4I1",10612.8990739539,0.500950708848838,0.143764410641988,3.48452517985374,0.000493011071746614,0.00886745282414147
"COQ6",695.163305893924,0.378939623692469,0.0801324147919886,4.72891806238633,2.25719448055447e-06,8.08567758684156e-05
"COQ2",1854.78699205531,0.35680478421609,0.108450466357688,3.29002535626989,0.00100178354916975,0.0160598900824604
"COQ10B",1447.76737683955,0.545808531391095,0.167053464220832,3.26726855942106,0.00108590614535345,0.0171918921889334
"CNOT11",2707.68462458006,0.320927832436421,0.0746847678093387,4.29709888441658,1.73048011829637e-05,0.000492811896355501
"CMPK1",5711.69093077265,1.72916288124747,0.177918248846956,9.71886185061818,2.50566461233658e-22,4.60368722913927e-20
"CMC1",821.805977057099,0.333699153991581,0.0862575974556793,3.8686349241647,0.000109446368239434,0.00249433945332408
"CLN8",265.712893893478,0.668817417018765,0.131057615394985,5.10323200222335,3.33901243322527e-07,1.37478808304868e-05
"CLDND1",1781.32875771133,1.03209973250477,0.129421797372962,7.97469787512306,1.52754027942567e-15,1.69487537367185e-13
"CLDN4",229.4364823086,0.370937044481617,0.115174927162524,3.22064058228737,0.00127904444144443,0.0196714962834932
"CLCC1",1382.0835489721,0.768729995100463,0.098020431030311,7.84254860971533,4.41492735426847e-15,4.77454833559401e-13
"CLASP2",3756.489350698,0.860169221125429,0.18834179556778,4.56706499230477,4.94600693673473e-06,0.000162211939593064
"CHST14",1550.88677929282,0.642418192485423,0.0685284623556016,9.37447259726689,6.95224665169846e-21,1.1761686983918e-18
"CHPT1",2815.84213288066,0.191900610728826,0.0572381379684537,3.35267039669582,0.000800359576894363,0.0133291852732885
"CHORDC2P",53.9528320133113,1.21127438060211,0.267030949502323,4.53608236370957,5.7308806722985e-06,0.000185813203126308
"CHORDC1P5",54.5684788683442,1.14355863598146,0.216524059849581,5.28143910092896,1.28173088028552e-07,5.70336863318717e-06
"CHORDC1P4",747.781385264213,1.11356807421557,0.242893419422216,4.58459548580802,4.54866184260511e-06,0.000150625939737584
"CHORDC1P1",67.8007496324311,1.30195735468655,0.287989794629262,4.52084545691141,6.15931427209512e-06,0.000197456290745383
"CHORDC1",1500.3161777932,0.796050335259135,0.178870647425783,4.45042463207627,8.5700666552876e-06,0.000264804211462747
"CHAMP1",1099.82397661724,0.214531118638463,0.0739598634732639,2.90064243717831,0.00372398546521794,0.04745096170334
"CETN3",1133.13390251702,0.411380069475289,0.102570985841489,4.01068651237326,6.05424522843685e-05,0.00148404733939096
"CEP83",1333.94191540545,0.605049147245972,0.119287805141543,5.07217939443215,3.93285367638903e-07,1.61540073962643e-05
"CEP70",3228.81880075506,0.257707579766112,0.0878259779288743,2.93429786770853,0.00334303217322441,0.0436048784304469
"CEP128",1118.43153712727,0.981688502461867,0.141929011473616,6.9167571328034,4.62099291136e-12,3.77793808021092e-10
"CEP120",2652.9227954364,0.27587164715299,0.0593342097881756,4.64945346264587,3.32815764668428e-06,0.000114422997402202
"CDKN2B",1113.35041557706,0.648937852136925,0.16817719661498,3.85865542534035,0.000114012550996041,0.00257689478686423
"CDKN2AIPNLP1",225.296517879956,1.02326419190855,0.158238699246477,6.46658621930837,1.00241643080042e-10,6.96271933052308e-09
